user_id,listed_count,followers_count,following,retweet_count,influence_score
171496247,7.337587743538596,11.763783380535317,8.685246776412487,8.925986089617076,0.00016208928258100514
8005492,8.39660622842712,12.067936381024392,5.993961427306569,0.0,0.00021130321350197872
727472528,7.53955882930103,10.876158617846391,8.12355783506165,5.568344503761097,0.0002671109203688816
1241258612,7.22402480828583,10.747702092945403,9.105646300861517,3.8918202981106265,0.00040998782169591937
1358290958,6.230481447578482,10.277977856344862,10.090464920866276,8.871505346165781,0.0004906587258162892
35315865,6.633318433280377,9.319284458965361,7.825644732219989,7.841099765422119,0.000551712330110274
597996609,6.593044534142437,10.44549202478312,9.941457483787756,0.6931471805599453,0.0009532327700614487
29702055,5.69035945432406,8.617762246337932,6.061456918928017,7.555381944240273,0.0012218916960686956
154532994,6.546785410760524,9.784084455288346,6.0844994130751715,0.0,0.0012402161393064114
21330040,6.838405200847344,8.733307652008598,4.624972813284271,0.0,0.0013690279372288667
62831986,6.415096959171596,7.656810091480378,7.60489448081162,4.61512051684126,0.0014387491420577133
106832630,5.783825182329737,8.891098830616636,6.490723534502507,4.5217885770490405,0.001517651627724213
563691118,5.831882477283517,8.0959035329611,8.215251132964266,5.991464547107982,0.001567877957425123
1179710990,6.618738983517219,8.524962928680598,6.588926477533519,0.0,0.0016821547060141661
2399929969,6.154858094016418,7.951207156472972,6.734591659972948,3.7612001156935624,0.0017074332602329836
62846638,5.564520407322694,8.35819745992578,7.066466970136958,5.703782474656201,0.0017639787946187252
264451340,6.318968113746434,8.169336395928386,8.51699317141357,1.6094379124341003,0.0018809512759543155
153287840,5.700443573390687,9.276221741089696,6.831953565565855,0.0,0.0024143113164518705
2679623502,5.556828061699537,7.841885928984623,8.119100837637486,3.713572066704308,0.0025813100909836246
53226878,4.736198448394496,7.868636894184167,7.840312983320164,8.023879992734878,0.0025926330663225672
492702318,5.017279836814924,6.755768921984255,7.444833273892193,8.867990898182093,0.0026799458127320973
2993719803,5.308267697401205,7.907283609426348,7.992944547318106,3.4011973816621555,0.003059282400228264
44090607,4.330733340286331,6.558197802812269,6.077642243349034,11.640280322010323,0.0031179124046246402
23061341,4.204692619390966,7.845416036592485,6.539585955617669,8.414938957377482,0.0034308467449235282
2214230930,5.393627546352362,6.1070228877422545,4.948759890378168,5.017279836814924,0.0038732864494583426
196753919,4.543294782270004,7.177782416195197,6.88653164253051,7.0825485693553,0.0039025110284140845
8398942,4.418840607796598,6.892641641172089,6.154858094016418,8.239857411018601,0.003972662645136283
437575259,5.081404364984463,8.867286523989415,8.798303718484979,0.0,0.00400630283099463
279118291,5.680172609017068,7.472500744737558,7.170888478512505,0.0,0.00401728536263496
37973014,4.204692619390966,6.852242569051878,7.593877844605118,8.303752415563412,0.004593450940179853
4611371654,4.919980925828125,5.58724865840025,5.093750200806762,7.1785454837637,0.004675959039184647
21189671,4.007333185232471,7.474204806496124,6.584791392385716,7.613818684808629,0.004699293167569672
271153713,3.7376696182833684,7.688913336864796,5.303304908059076,8.309922989258318,0.004789544348388043
17468316,5.298317366548036,7.681099001536359,7.682943169878292,0.0,0.004814851285762158
479248773,4.990432586778736,8.19533366716287,8.31898612539206,0.0,0.005075738151100166
262732959,4.143134726391533,7.0909098220799835,6.455198563340122,6.654152520183219,0.0053505380126046016
308505917,4.31748811353631,6.257667587882639,6.71174039505618,7.0825485693553,0.005760329128384025
847808202,5.278114659230517,6.911747300251674,7.757478766584179,0.0,0.00601963900920099
472768649,4.174387269895637,7.265429723253953,6.792344427470809,4.465908118654584,0.006432917948344762
431673229,3.912023005428146,6.4425401664681985,6.089044875446846,7.422373700986824,0.0067289950821225455
214172784,4.836281906951478,7.385230923066573,6.93828448401696,0.0,0.0068976343926158
1721163391,4.553876891600541,7.948031990637284,8.053251153549096,0.0,0.007086490269648873
3031612759,5.123963979403259,6.481577129276431,7.111512116496157,0.0,0.007409011250241582
381394563,3.8501476017100584,6.210600077024653,6.413458957167357,7.0825485693553,0.007755899635634259
120138344,4.382026634673881,7.857093864902493,6.1224928095143865,0.0,0.007966739613181277
503402271,3.2188758248682006,7.21081845347222,6.665683717782408,7.716460800176355,0.008101502589118691
44428574,4.418840607796598,7.7057128238944275,6.796823718274855,0.0,0.008154509987198846
236852854,3.5263605246161616,8.036249942132116,8.006367567650246,4.0943445622221,0.008154932376158086
98423036,4.290459441148391,7.986164860332727,7.083387847625295,0.0,0.008187748640251343
2756409323,4.465908118654584,7.554858521040676,6.759255270663693,0.0,0.00825348256092898
